hiLocus	iLocus	Species	Protein
HILC-1724	Amh3ILC-04630	Amh3	XP_006562679.2
HILC-1725	Am32ILC-12829	Am32	GB49534-PA
HILC-1725	AmelILC-04370	Amel	XP_016767020.1
HILC-1725	Amh3ILC-04374	Amh3	XP_016767017.2
HILC-1726	Am32ILC-18297	Am32	GB42787-PA
HILC-1726	AmelILC-09493	Amel	XP_006561697.1
HILC-1726	Amh3ILC-09396	Amh3	XP_026298846.1
HILC-1727	Am32ILC-26201	Am32	GB54571-PA
HILC-1727	AmelILC-16525	Amel	XP_001120264.1
HILC-1727	Amh3ILC-05084	Amh3	XP_001120264.1
HILC-1728	Am32ILC-17529	Am32	GB40495-PA
HILC-1728	AmelILC-08343	Amel	XP_006559590.1
HILC-1728	Amh3ILC-08204	Amh3	XP_006559590.1
HILC-1729	Am32ILC-13691	Am32	GB44680-PA
HILC-1729	AmelILC-05795	Amel	XP_001122081.1
HILC-1729	Amh3ILC-05612	Amh3	XP_001122081.1
HILC-1730	Am32ILC-03050	Am32	GB48367-PA
HILC-1730	AmelILC-10326	Amel	XP_006562887.1
HILC-1730	Amh3ILC-10262	Amh3	XP_006562886.1
HILC-1731	Am32ILC-05593	Am32	GB40617-PA
HILC-1731	AmelILC-12501	Amel	XP_006562319.2
HILC-1731	Amh3ILC-12452	Amh3	XP_006562319.3
HILC-1732	Am32ILC-16424	Am32	GB44288-PA
HILC-1732	AmelILC-07887	Amel	XP_006568416.2
HILC-1732	Amh3ILC-07750	Amh3	XP_006568416.2
HILC-1733	Am32ILC-11727	Am32	GB51525-PA
HILC-1733	AmelILC-03532	Amel	XP_006560546.1
HILC-1733	Amh3ILC-03482	Amh3	XP_006560546.1
HILC-1734	Am32ILC-15765	Am32	GB55693-PA
HILC-1734	AmelILC-07284	Amel	XP_006571053.1
HILC-1734	Amh3ILC-07117	Amh3	XP_016768321.2
HILC-1735	Am32ILC-16004	Am32	GB43292-PA
HILC-1735	AmelILC-07639	Amel	XP_624053.3
HILC-1735	Amh3ILC-07563	Amh3	XP_624053.4
HILC-1736	Am32ILC-25495	Am32	GB47106-PA
HILC-1736	AmelILC-15834	Amel	NP_001165875.1
HILC-1736	Amh3ILC-03120	Amh3	NP_001165875.1
HILC-1737	Am32ILC-08759	Am32	GB50262-PA
HILC-1737	AmelILC-15138	Amel	XP_394056.4
HILC-1737	Amh3ILC-15036	Amh3	XP_394056.4
HILC-1738	Am32ILC-12437	Am32	GB44221-PA
HILC-1738	AmelILC-04941	Amel	XP_397033.4
HILC-1738	Amh3ILC-04694	Amh3	XP_026296072.1
HILC-1739	Am32ILC-12213	Am32	GB44082-PA
HILC-1739	AmelILC-04753	Amel	XP_395913.3
HILC-1739	Amh3ILC-04875	Amh3	XP_395913.3
HILC-1740	Am32ILC-13874	Am32	GB41342-PA
HILC-1740	AmelILC-05984	Amel	XP_393469.2
HILC-1740	Amh3ILC-05958	Amh3	XP_393469.2
HILC-1741	Am32ILC-05370	Am32	GB42096-PA
HILC-1741	AmelILC-11312	Amel	XP_016770695.1
HILC-1741	Amh3ILC-11121	Amh3	XP_026299571.1
HILC-1742	Am32ILC-10041	Am32	GB52473-PA
HILC-1742	AmelILC-02630	Amel	XP_006565937.1
HILC-1742	Amh3ILC-02551	Amh3	XP_006565937.2
HILC-1743	Am32ILC-06330	Am32	GB49896-PA
HILC-1743	AmelILC-13463	Amel	XP_393174.1
HILC-1743	Amh3ILC-13383	Amh3	XP_393174.1
HILC-1744	Am32ILC-03333	Am32	GB51029-PA
HILC-1744	AmelILC-10854	Amel	XP_623974.3
HILC-1744	Amh3ILC-13738	Amh3	XP_623974.3
HILC-1745	Am32ILC-10634	Am32	GB55369-PA
HILC-1745	AmelILC-02893	Amel	XP_016766454.1
HILC-1745	Amh3ILC-02771	Amh3	XP_026294749.1
HILC-1746	Am32ILC-12689	Am32	GB53143-PA
HILC-1746	AmelILC-04267	Amel	XP_006558763.1
HILC-1746	Amh3ILC-04237	Amh3	XP_006558763.1
HILC-1747	Am32ILC-14937	Am32	GB48596-PA
HILC-1747	AmelILC-06567	Amel	XP_006564163.1
HILC-1747	Amh3ILC-06439	Amh3	XP_393301.3
HILC-1748	Am32ILC-02035	Am32	GB48028-PA
HILC-1748	AmelILC-00249	Amel	XP_394233.4
HILC-1748	Amh3ILC-00225	Amh3	XP_026299229.1
HILC-1749	Am32ILC-13483	Am32	GB44592-PA
HILC-1749	AmelILC-05630	Amel	XP_016767890.1
HILC-1749	Amh3ILC-05775	Amh3	XP_006567747.1
HILC-1750	Am32ILC-07938	Am32	GB43549-PA
HILC-1750	AmelILC-13782	Amel	XP_016771802.1
HILC-1750	Amh3ILC-13684	Amh3	XP_016771802.2
HILC-1751	Am32ILC-08870	Am32	GB41195-PA
HILC-1751	AmelILC-14345	Amel	XP_016771957.1
HILC-1751	Amh3ILC-14258	Amh3	XP_026301351.1
HILC-1752	Am32ILC-00996	Am32	GB46452-PA
HILC-1752	AmelILC-01174	Amel	XP_006570073.1
HILC-1752	Amh3ILC-00965	Amh3	XP_393349.3
HILC-1753	Am32ILC-12085	Am32	GB49657-PA
HILC-1753	AmelILC-04156	Amel	XP_006557404.1
HILC-1753	Amh3ILC-04091	Amh3	XP_016767323.1
HILC-1754	Am32ILC-10910	Am32	GB43487-PA
HILC-1754	AmelILC-02223	Amel	XP_623359.4
HILC-1754	Amh3ILC-02171	Amh3	XP_026294890.1
HILC-1755	Am32ILC-13247	Am32	GB42024-PA
HILC-1755	AmelILC-05430	Amel	NP_001011586.1
HILC-1755	Amh3ILC-05438	Amh3	NP_001011586.1
HILC-1756	Am32ILC-12245	Am32	GB44072-PA
HILC-1756	AmelILC-04780	Amel	XP_394473.2
HILC-1756	Amh3ILC-04849	Amh3	XP_006567225.1
HILC-1757	Am32ILC-09668	Am32	GB45923-PA
HILC-1757	AmelILC-15764	Amel	XP_006563228.1
HILC-1757	Amh3ILC-15551	Amh3	XP_006563226.1
HILC-1758	Am32ILC-21438	Am32	GB50871-PA
HILC-1758	AmelILC-17101	Amel	XP_006572417.1
HILC-1758	Amh3ILC-15671	Amh3	XP_397175.1
HILC-1759	Am32ILC-13366	Am32	GB48684-PA
HILC-1759	AmelILC-05460	Amel	XP_392366.2
HILC-1759	Amh3ILC-05531	Amh3	XP_392366.2
HILC-1760	Am32ILC-02357	Am32	GB53910-PA
HILC-1760	AmelILC-01984	Amel	XP_001120033.2
HILC-1760	Amh3ILC-01895	Amh3	XP_026299704.1
HILC-1761	Am32ILC-05755	Am32	GB49396-PA
HILC-1761	AmelILC-12664	Amel	XP_391929.4
HILC-1761	Amh3ILC-12577	Amh3	XP_006565290.2
HILC-1762	Am32ILC-01484	Am32	GB50352-PA
HILC-1762	AmelILC-00225	Amel	XP_006559903.1
HILC-1762	Amh3ILC-00175	Amh3	XP_026297982.1
HILC-1763	Am32ILC-17022	Am32	GB41982-PA
HILC-1763	AmelILC-09042	Amel	XP_001121788.2
HILC-1763	Amh3ILC-08881	Amh3	XP_001121788.2
HILC-1764	Am32ILC-12842	Am32	GB49527-PA
HILC-1764	AmelILC-04359	Amel	XP_001121600.2
HILC-1764	Amh3ILC-04383	Amh3	XP_001121600.2
HILC-1765	Am32ILC-06192	Am32	GB55094-PA
HILC-1765	AmelILC-12358	Amel	XP_006559300.1
HILC-1765	Amh3ILC-12217	Amh3	XP_006559300.1
HILC-1766	Am32ILC-17084	Am32	GB51713-PA
HILC-1766	AmelILC-09086	Amel	XP_016769259.1
HILC-1766	Amh3ILC-08893	Amh3	XP_016769259.1
HILC-1767	Am32ILC-01437	Am32	GB47379-PA
HILC-1767	AmelILC-01270	Amel	XP_006570903.1
HILC-1767	Amh3ILC-01304	Amh3	XP_006570905.2
HILC-1768	Am32ILC-09636	Am32	GB45976-PA
HILC-1768	AmelILC-15739	Amel	XP_016772513.1
HILC-1768	Amh3ILC-15576	Amh3	XP_006563200.1
HILC-1769	Am32ILC-14436	Am32	GB46679-PA
HILC-1769	AmelILC-05346	Amel	XP_006562264.1
HILC-1769	Amh3ILC-05292	Amh3	XP_026296516.1
HILC-1770	Am32ILC-16335	Am32	GB44319-PA
HILC-1770	AmelILC-07963	Amel	XP_003251217.1
HILC-1770	Amh3ILC-07820	Amh3	XP_003251217.1
HILC-1771	Am32ILC-07725	Am32	GB48462-PA
HILC-1771	AmelILC-13616	Amel	XP_001120644.2
HILC-1771	Amh3ILC-13547	Amh3	XP_006558845.1
HILC-1772	Am32ILC-12427	Am32	GB44010-PA
HILC-1772	AmelILC-04928	Amel	XP_001120914.2
HILC-1772	Amh3ILC-04709	Amh3	XP_001120914.2
HILC-1773	Am32ILC-03271	Am32	GB52640-PA
HILC-1773	AmelILC-10491	Amel	XP_001121680.2
HILC-1773	Amh3ILC-10382	Amh3	XP_001121680.2
HILC-1774	Am32ILC-10179	Am32	GB49780-PA
HILC-1774	AmelILC-02757	Amel	XP_006568218.1
HILC-1774	Amh3ILC-02708	Amh3	XP_026295027.1
HILC-1775	Am32ILC-20395	Am32	GB49930-PA
HILC-1775	AmelILC-16891	Amel	XP_016772977.1
HILC-1775	Amh3ILC-11131	Amh3	XP_026299583.1
HILC-1776	Am32ILC-09852	Am32	GB50847-PA
HILC-1776	AmelILC-02438	Amel	XP_395543.4
HILC-1776	Amh3ILC-02365	Amh3	XP_395543.4
HILC-1777	Am32ILC-16864	Am32	GB52825-PA
HILC-1777	AmelILC-08896	Amel	XP_016769147.1
HILC-1777	Amh3ILC-08750	Amh3	XP_026298314.1
HILC-1778	Am32ILC-06573	Am32	GB54789-PA
HILC-1778	AmelILC-12997	Amel	XP_393336.2
HILC-1778	Amh3ILC-12964	Amh3	XP_393336.2
HILC-1779	Am32ILC-12773	Am32	GB49570-PA
HILC-1779	AmelILC-04433	Amel	XP_003249699.1
HILC-1779	Amh3ILC-04322	Amh3	XP_003249699.1
HILC-1780	Am32ILC-18029	Am32	GB41872-PA
HILC-1780	AmelILC-08812	Amel	XP_397094.2
HILC-1780	Amh3ILC-08630	Amh3	XP_006564630.1
HILC-1781	Am32ILC-02433	Am32	GB42296-PA
HILC-1781	AmelILC-02117	Amel	NP_001207416.1
HILC-1781	Amh3ILC-01915	Amh3	NP_001207416.1
HILC-1782	Am32ILC-10254	Am32	GB49753-PA
HILC-1782	AmelILC-02824	Amel	XP_016766502.1
HILC-1782	Amh3ILC-02648	Amh3	XP_026294792.1
HILC-1783	Am32ILC-13259	Am32	GB42020-PA
HILC-1783	AmelILC-05440	Amel	XP_624953.1
HILC-1783	Amh3ILC-05448	Amh3	XP_026296452.1
HILC-1784	Am32ILC-17562	Am32	GB40511-PA
HILC-1784	AmelILC-08367	Amel	XP_016768867.1
HILC-1784	Amh3ILC-08227	Amh3	XP_026298006.1
HILC-1785	Am32ILC-17683	Am32	GB40563-PA
HILC-1785	AmelILC-08465	Amel	XP_006559719.1
HILC-1785	Amh3ILC-08319	Amh3	XP_026298059.1
HILC-1786	Am32ILC-14519	Am32	GB51190-PA
HILC-1786	AmelILC-06170	Amel	XP_006557573.1
HILC-1786	Amh3ILC-06195	Amh3	XP_006557575.1
HILC-1787	Am32ILC-03677	Am32	GB50891-PA
HILC-1787	AmelILC-10558	Amel	XP_016770061.1
HILC-1787	Amh3ILC-10669	Amh3	XP_393148.4
HILC-1788	Am32ILC-13350	Am32	GB48677-PA
HILC-1788	AmelILC-05476	Amel	XP_006564834.1
HILC-1788	Amh3ILC-05516	Amh3	XP_623973.1
HILC-1789	Am32ILC-16046	Am32	GB43277-PA
HILC-1789	AmelILC-07674	Amel	XP_016768752.1
HILC-1789	Amh3ILC-07529	Amh3	XP_026297497.1
HILC-1790	Am32ILC-11459	Am32	GB49120-PA
HILC-1790	AmelILC-03336	Amel	XP_396892.2
HILC-1790	Amh3ILC-03345	Amh3	XP_396892.2
HILC-1791	Am32ILC-14338	Am32	GB46752-PA
HILC-1791	AmelILC-05258	Amel	XP_006562165.1
HILC-1791	Amh3ILC-05364	Amh3	XP_394554.1
HILC-1792	Am32ILC-08654	Am32	GB50228-PA
HILC-1792	AmelILC-15045	Amel	XP_006563620.1
HILC-1792	Amh3ILC-14952	Amh3	XP_006563620.1
HILC-1793	Am32ILC-04073	Am32	GB54052-PA
HILC-1793	AmelILC-11349	Amel	XP_006562466.1
HILC-1793	Amh3ILC-11279	Amh3	XP_006562466.1
HILC-1794	Am32ILC-18251	Am32	GB42732-PA
HILC-1794	AmelILC-09449	Amel	XP_006561674.1
HILC-1794	Amh3ILC-09347	Amh3	XP_006561674.1
HILC-1795	Am32ILC-00130	Am32	GB40771-PA
HILC-1795	AmelILC-00490	Amel	XP_006563290.1
HILC-1795	Amh3ILC-00547	Amh3	XP_016768810.2
HILC-1796	Am32ILC-17947	Am32	GB41829-PA
HILC-1796	AmelILC-08880	Amel	XP_006564570.1
HILC-1796	Amh3ILC-08564	Amh3	XP_006564569.1
HILC-1797	Am32ILC-05054	Am32	GB43231-PA
HILC-1797	AmelILC-12101	Amel	XP_391881.3
HILC-1797	Amh3ILC-12094	Amh3	XP_391881.4
HILC-1798	Am32ILC-18121	Am32	GB41761-PA
HILC-1798	AmelILC-08738	Amel	XP_016769245.1
HILC-1798	Amh3ILC-08707	Amh3	XP_016769245.2
HILC-1799	Am32ILC-05956	Am32	GB52091-PA
HILC-1799	AmelILC-12857	Amel	XP_393870.2
HILC-1799	Amh3ILC-12677	Amh3	XP_393870.2
HILC-1800	Am32ILC-13379	Am32	GB50303-PA
HILC-1800	AmelILC-05541	Amel	XP_392367.3
HILC-1800	Amh3ILC-05540	Amh3	XP_392367.3
HILC-1801	Am32ILC-16186	Am32	GB42454-PA
HILC-1801	AmelILC-07867	Amel	XP_396938.4
HILC-1801	Amh3ILC-07638	Amh3	XP_026297455.1
HILC-1802	Am32ILC-03293	Am32	GB52619-PA
HILC-1802	AmelILC-10509	Amel	XP_006565604.1
HILC-1802	Amh3ILC-10399	Amh3	XP_016770071.2
HILC-1803	Am32ILC-14092	Am32	GB45658-PA
HILC-1803	AmelILC-06096	Amel	XP_016767935.1
HILC-1803	Amh3ILC-06050	Amh3	XP_026296534.1
HILC-1804	Am32ILC-24967	Am32	GB48199-PA
HILC-1804	AmelILC-15827	Amel	XP_006571840.1
HILC-1804	Amh3ILC-12883	Amh3	XP_006571842.1
HILC-1805	Am32ILC-13450	Am32	GB44534-PA
HILC-1805	AmelILC-05609	Amel	XP_393080.4
HILC-1805	Amh3ILC-05794	Amh3	XP_006567713.1
HILC-1806	Am32ILC-08650	Am32	GB50226-PA
HILC-1806	AmelILC-15041	Amel	NP_001011572.1
HILC-1806	Amh3ILC-14947	Amh3	NP_001011572.1
HILC-1807	Am32ILC-13728	Am32	GB44419-PA
HILC-1807	AmelILC-05830	Amel	XP_006567950.1
HILC-1807	Amh3ILC-05578	Amh3	XP_026296637.1
HILC-1808	Am32ILC-11472	Am32	GB49076-PA
HILC-1808	AmelILC-03346	Amel	XP_016766821.1
HILC-1808	Amh3ILC-03336	Amh3	XP_016766823.1
HILC-1809	Am32ILC-11468	Am32	GB49078-PA
HILC-1809	AmelILC-03342	Amel	XP_006558489.1
HILC-1809	Amh3ILC-03340	Amh3	XP_395035.4
HILC-1810	Am32ILC-03679	Am32	GB50890-PA
HILC-1810	AmelILC-10555	Amel	XP_016770062.1
HILC-1810	Amh3ILC-10671	Amh3	XP_006566273.1
HILC-1811	Am32ILC-16728	Am32	GB46240-PA
HILC-1811	AmelILC-07457	Amel	XP_016768743.1
HILC-1811	Amh3ILC-07231	Amh3	XP_026297488.1
HILC-1812	Am32ILC-17139	Am32	GB51684-PA
HILC-1812	AmelILC-09141	Amel	XP_006569791.2
HILC-1812	Amh3ILC-08948	Amh3	XP_006569791.3
HILC-1813	Am32ILC-05096	Am32	GB43968-PA
HILC-1813	AmelILC-11061	Amel	XP_016770746.1
HILC-1813	Amh3ILC-10936	Amh3	XP_016770746.1
HILC-1814	Am32ILC-06395	Am32	GB49915-PA
HILC-1814	AmelILC-13412	Amel	XP_391986.4
HILC-1814	Amh3ILC-13335	Amh3	XP_391986.4
HILC-1815	Am32ILC-17559	Am32	GB40388-PA
HILC-1815	AmelILC-08364	Amel	XP_006559624.1
HILC-1815	Amh3ILC-08224	Amh3	XP_026298008.1
HILC-1816	Am32ILC-04577	Am32	GB45177-PA
HILC-1816	AmelILC-11771	Amel	XP_001121184.1
HILC-1816	Amh3ILC-11658	Amh3	XP_001121184.1
HILC-1817	Am32ILC-11690	Am32	GB51494-PA
HILC-1817	AmelILC-03501	Amel	XP_396295.3
HILC-1817	Amh3ILC-03511	Amh3	XP_396295.4
HILC-1818	Am32ILC-08019	Am32	GB54650-PA
HILC-1818	AmelILC-14513	Amel	XP_006560029.1
HILC-1818	Amh3ILC-14450	Amh3	XP_006560029.2
HILC-1819	Am32ILC-00384	Am32	GB48978-PA
HILC-1819	AmelILC-00686	Amel	XP_006565344.1
HILC-1819	Amh3ILC-00626	Amh3	XP_006565344.1
HILC-1820	Am32ILC-19060	Am32	GB43751-PA
HILC-1820	AmelILC-09337	Amel	XP_396702.1
HILC-1820	Amh3ILC-09253	Amh3	XP_396702.1
HILC-1821	Am32ILC-00879	Am32	GB44745-PA
HILC-1821	AmelILC-00963	Amel	XP_006569625.1
HILC-1821	Amh3ILC-00910	Amh3	XP_006569625.1
HILC-1822	Am32ILC-13494	Am32	GB44516-PA
HILC-1822	AmelILC-05640	Amel	XP_006567763.1
HILC-1822	Amh3ILC-05765	Amh3	XP_006567763.1
HILC-1823	Am32ILC-13753	Am32	GB44410-PA
HILC-1823	AmelILC-05854	Amel	XP_006567974.1
HILC-1823	Amh3ILC-05556	Amh3	XP_394892.4
HILC-1824	Am32ILC-25509	Am32	GB47110-PA
HILC-1824	AmelILC-15846	Amel	XP_006571879.1
HILC-1824	Amh3ILC-03108	Amh3	XP_026295314.1
HILC-1825	Am32ILC-05625	Am32	GB40704-PA
HILC-1825	AmelILC-12476	Amel	XP_006562333.1
HILC-1825	Amh3ILC-12473	Amh3	XP_026300121.1
HILC-1826	Am32ILC-10450	Am32	GB55575-PA
HILC-1826	AmelILC-03048	Amel	XP_395231.3
HILC-1826	Amh3ILC-02921	Amh3	XP_395231.3
HILC-1827	Am32ILC-18291	Am32	GB42783-PA
HILC-1827	AmelILC-09488	Amel	XP_396411.5
HILC-1827	Amh3ILC-09391	Amh3	XP_396411.5
HILC-1828	Am32ILC-08497	Am32	GB50166-PA
HILC-1828	AmelILC-14900	Amel	XP_016772344.1
HILC-1828	Amh3ILC-14811	Amh3	XP_003250259.1
HILC-1829	Am32ILC-11549	Am32	GB46889-PA
HILC-1829	AmelILC-03418	Amel	XP_006559772.1
HILC-1829	Amh3ILC-03449	Amh3	XP_016766815.2
HILC-1830	Am32ILC-13869	Am32	GB41340-PA
HILC-1830	AmelILC-05990	Amel	XP_006569981.1
HILC-1830	Amh3ILC-05964	Amh3	XP_006569981.2
HILC-1831	Am32ILC-08106	Am32	GB49484-PA
HILC-1831	AmelILC-14574	Amel	XP_006560717.1
HILC-1831	Amh3ILC-14514	Amh3	XP_006560717.1
HILC-1832	Am32ILC-11311	Am32	GB46119-PA
HILC-1832	AmelILC-04098	Amel	XP_001121773.3
HILC-1832	Amh3ILC-04053	Amh3	XP_026295438.1
HILC-1833	Am32ILC-03305	Am32	GB52651-PA
HILC-1833	AmelILC-10517	Amel	XP_006565614.1
HILC-1833	Amh3ILC-10405	Amh3	XP_006565614.1
HILC-1834	Am32ILC-10768	Am32	GB50701-PA
HILC-1834	AmelILC-02182	Amel	XP_395844.3
HILC-1834	Amh3ILC-02021	Amh3	XP_395844.3
HILC-1835	Am32ILC-04894	Am32	GB43171-PA
HILC-1835	AmelILC-12226	Amel	XP_392786.2
HILC-1835	Amh3ILC-11969	Amh3	XP_006570342.1
HILC-1836	Am32ILC-03972	Am32	GB46641-PA
HILC-1836	AmelILC-11004	Amel	XP_395698.3
HILC-1836	Amh3ILC-10855	Amh3	XP_395698.4
HILC-1837	Am32ILC-08131	Am32	GB49494-PA
HILC-1837	AmelILC-14596	Amel	XP_016772257.1
HILC-1837	Amh3ILC-14534	Amh3	XP_016772258.2
HILC-1838	Am32ILC-10199	Am32	GB49792-PA
HILC-1838	AmelILC-02772	Amel	XP_006568245.1
HILC-1838	Amh3ILC-02695	Amh3	XP_026294745.1
HILC-1839	Am32ILC-04780	Am32	GB44901-PA
HILC-1839	AmelILC-11985	Amel	XP_006566709.1
HILC-1839	Amh3ILC-11867	Amh3	XP_625092.3
HILC-1840	Am32ILC-03142	Am32	GB48454-PA
HILC-1840	AmelILC-10399	Amel	XP_016769919.1
HILC-1840	Amh3ILC-10187	Amh3	XP_026299199.1
HILC-1841	Am32ILC-03349	Am32	GB51011-PA
HILC-1841	AmelILC-10836	Amel	XP_016769918.1
HILC-1841	Amh3ILC-13724	Amh3	XP_026300924.1
HILC-1842	Am32ILC-16220	Am32	GB42436-PA
HILC-1842	AmelILC-07837	Amel	XP_016768750.1
HILC-1842	Amh3ILC-07661	Amh3	XP_016768749.1
HILC-1843	Am32ILC-14935	Am32	GB48539-PA
HILC-1843	AmelILC-06569	Amel	XP_396640.3
HILC-1843	Amh3ILC-06437	Amh3	XP_396640.4
HILC-1844	Am32ILC-12558	Am32	GB53045-PA
HILC-1844	AmelILC-05049	Amel	XP_006569438.1
HILC-1844	Amh3ILC-04927	Amh3	XP_006569437.1
HILC-1845	Am32ILC-16618	Am32	GB49689-PA
HILC-1845	AmelILC-07369	Amel	XP_016768434.1
HILC-1845	Amh3ILC-07210	Amh3	XP_016768434.2
HILC-1846	Am32ILC-09139	Am32	GB54377-PA
HILC-1846	AmelILC-15334	Amel	XP_392937.2
HILC-1846	Amh3ILC-15184	Amh3	XP_026301557.1
HILC-1847	Am32ILC-15962	Am32	GB49219-PA
HILC-1847	AmelILC-07607	Amel	XP_016768767.1
HILC-1847	Amh3ILC-07430	Amh3	XP_026297531.1
HILC-1848	Am32ILC-10679	Am32	GB55659-PA
HILC-1848	AmelILC-02855	Amel	XP_001120674.2
HILC-1848	Amh3ILC-02731	Amh3	XP_006569138.2
HILC-1849	Am32ILC-06983	Am32	GB49037-PA
HILC-1849	AmelILC-13553	Amel	XP_393588.2
HILC-1849	Amh3ILC-13495	Amh3	XP_393588.2
HILC-1850	Am32ILC-13683	Am32	GB44676-PA
HILC-1850	AmelILC-05787	Amel	XP_016767834.1
HILC-1850	Amh3ILC-05619	Amh3	XP_016767836.1
HILC-1851	Am32ILC-07915	Am32	GB43561-PA
HILC-1851	AmelILC-13763	Amel	XP_001120537.2
HILC-1851	Amh3ILC-13662	Amh3	XP_006560279.2
HILC-1852	Am32ILC-11005	Am32	GB53820-PA
HILC-1852	AmelILC-03818	Amel	XP_006566841.1
HILC-1852	Amh3ILC-03791	Amh3	XP_006566841.1
HILC-1853	Am32ILC-11385	Am32	GB51888-PA
HILC-1853	AmelILC-03263	Amel	XP_006558059.1
HILC-1853	Amh3ILC-03265	Amh3	XP_006558059.1
HILC-1854	Am32ILC-04833	Am32	GB44883-PA
HILC-1854	AmelILC-12034	Amel	XP_006566768.1
HILC-1854	Amh3ILC-11912	Amh3	XP_006566768.2
HILC-1855	Am32ILC-03793	Am32	GB48811-PA
HILC-1855	AmelILC-10869	Amel	XP_391829.3
HILC-1855	Amh3ILC-10715	Amh3	XP_391829.3
HILC-1856	Am32ILC-01990	Am32	GB51541-PA
HILC-1856	AmelILC-01767	Amel	XP_395724.2
HILC-1856	Amh3ILC-01570	Amh3	XP_395724.2
HILC-1857	Am32ILC-12207	Am32	GB44121-PA
HILC-1857	AmelILC-04747	Amel	XP_392668.2
HILC-1857	Amh3ILC-04881	Amh3	XP_016767110.1
HILC-1858	Am32ILC-02962	Am32	GB52523-PA
HILC-1858	AmelILC-10270	Amel	XP_006562558.1
HILC-1858	Amh3ILC-10159	Amh3	XP_001121936.2
HILC-1859	Am32ILC-18199	Am32	GB45534-PA
HILC-1859	AmelILC-09276	Amel	XP_623971.3
HILC-1859	Amh3ILC-09144	Amh3	XP_026298833.1
HILC-1860	Am32ILC-15230	Am32	GB52929-PA
HILC-1860	AmelILC-06780	Amel	NP_001011650.1
HILC-1860	Amh3ILC-06623	Amh3	NP_001011650.1
HILC-1861	Am32ILC-02765	Am32	GB46377-PA
HILC-1861	AmelILC-10124	Amel	XP_396715.4
HILC-1861	Amh3ILC-10055	Amh3	XP_396715.5
HILC-1862	Am32ILC-25979	Am32	GB55971-PA
HILC-1862	AmelILC-16435	Amel	XP_006572126.1
HILC-1862	Amh3ILC-09949	Amh3	XP_026299275.1
HILC-1863	Am32ILC-00576	Am32	GB46533-PA
HILC-1863	AmelILC-00829	Amel	XP_006568551.1
HILC-1863	Amh3ILC-03231	Amh3	XP_006568550.1
HILC-1864	Am32ILC-01916	Am32	GB51608-PA
HILC-1864	AmelILC-01708	Amel	XP_003251728.1
HILC-1864	Amh3ILC-01622	Amh3	XP_003251728.1
HILC-1865	Am32ILC-02894	Am32	GB40578-PA
HILC-1865	AmelILC-10210	Amel	XP_006562111.1
HILC-1865	Amh3ILC-10118	Amh3	XP_026299142.1
HILC-1866	Am32ILC-17707	Am32	GB54522-PA
HILC-1866	AmelILC-08487	Amel	XP_396279.2
HILC-1866	Amh3ILC-08360	Amh3	XP_396279.3
HILC-1867	Am32ILC-00104	Am32	GB40782-PA
HILC-1867	AmelILC-00466	Amel	XP_395937.6
HILC-1867	Amh3ILC-00570	Amh3	XP_395937.6
HILC-1868	Am32ILC-10637	Am32	GB55367-PA
HILC-1868	AmelILC-02889	Amel	XP_001121513.2
HILC-1868	Amh3ILC-02767	Amh3	XP_001121513.2
HILC-1869	Am32ILC-13800	Am32	GB47846-PA
HILC-1869	AmelILC-05872	Amel	XP_006569563.1
HILC-1869	Amh3ILC-05879	Amh3	XP_006569563.1
HILC-1870	Am32ILC-15740	Am32	GB55704-PA
HILC-1870	AmelILC-07248	Amel	XP_001122083.2
HILC-1870	Amh3ILC-07142	Amh3	XP_001122083.2
HILC-1871	Am32ILC-17954	Am32	GB41840-PA
HILC-1871	AmelILC-08875	Amel	XP_395147.4
HILC-1871	Amh3ILC-08569	Amh3	XP_395147.4
HILC-1872	Am32ILC-00290	Am32	GB40711-PA
HILC-1872	AmelILC-00624	Amel	XP_392932.3
HILC-1872	Amh3ILC-00413	Amh3	XP_392932.3
HILC-1873	Am32ILC-19997	Am32	GB53062-PA
HILC-1873	AmelILC-16778	Amel	XP_006572273.2
HILC-1873	Amh3ILC-02083	Amh3	XP_026302189.1
HILC-1874	Am32ILC-11557	Am32	GB46918-PA
HILC-1874	AmelILC-03426	Amel	XP_392656.2
HILC-1874	Amh3ILC-03441	Amh3	XP_392656.3
HILC-1875	Am32ILC-02157	Am32	GB54986-PA
HILC-1875	AmelILC-01929	Amel	XP_001122093.1
HILC-1875	Amh3ILC-01775	Amh3	XP_001122093.2
HILC-1876	Am32ILC-03067	Am32	GB48360-PA
HILC-1876	AmelILC-10343	Amel	XP_016770017.1
HILC-1876	Amh3ILC-10246	Amh3	XP_001121833.2
HILC-1877	Am32ILC-00833	Am32	GB45885-PA
HILC-1877	AmelILC-00923	Amel	XP_001121331.2
HILC-1877	Amh3ILC-00838	Amh3	XP_001121331.2
HILC-1878	Am32ILC-18665	Am32	GB42577-PA
HILC-1878	AmelILC-09807	Amel	NP_001014983.1
HILC-1878	Amh3ILC-09721	Amh3	NP_001014983.1
HILC-1879	Am32ILC-17096	Am32	GB51705-PA
HILC-1879	AmelILC-09098	Amel	XP_016769012.1
HILC-1879	Amh3ILC-08905	Amh3	XP_026297838.1
HILC-1880	Am32ILC-12663	Am32	GB53093-PA
HILC-1880	AmelILC-04241	Amel	XP_016767386.1
