hiLocus	iLocus	Species	Protein
HILC-425	PdtlILC-05656	Pdtl	PdomMRNAr1.2-07859.1
HILC-425	NvitILC-20689	Nvit	XP_001603310.1
HILC-426	Amh3ILC-05252	Amh3	XP_006561130.2
HILC-426	BterILC-03978	Bter	XP_012163761.1
HILC-426	CfloILC-01648	Cflo	XP_011258324.1
HILC-426	HsalILC-13396	Hsal	XP_011142395.1
HILC-426	PcanILC-09550	Pcan	XP_014608300.1
HILC-426	PdtlILC-15188	Pdtl	PdomMRNAr1.2-07234.1
HILC-426	NvitILC-17628	Nvit	XP_001601027.2
HILC-427	Amh3ILC-08092	Amh3	XP_006558922.1
HILC-427	BterILC-14881	Bter	XP_012174993.1
HILC-427	CfloILC-12313	Cflo	XP_011256489.1
HILC-427	HsalILC-08420	Hsal	XP_011137858.1
HILC-427	PcanILC-12882	Pcan	XP_014612721.1
HILC-427	PdtlILC-08622	Pdtl	PdomMRNAr1.2-04566.1
HILC-427	NvitILC-03185	Nvit	XP_008215938.1
HILC-428	Amh3ILC-03622	Amh3	XP_394417.5
HILC-428	BterILC-01834	Bter	XP_003394253.1
HILC-428	CfloILC-03283	Cflo	XP_011268611.1
HILC-428	HsalILC-07616	Hsal	XP_011137155.1
HILC-428	PcanILC-07106	Pcan	XP_014604629.1
HILC-428	PdtlILC-05567	Pdtl	PdomMRNAr1.2-05230.1
HILC-428	NvitILC-03839	Nvit	NP_001127786.1
HILC-429	Amh3ILC-14824	Amh3	XP_003250261.1
HILC-429	BterILC-11143	Bter	XP_012172241.1
HILC-429	CfloILC-09987	Cflo	XP_011254427.1
HILC-429	HsalILC-04409	Hsal	XP_011155079.1
HILC-429	PcanILC-03455	Pcan	XP_014598738.1
HILC-429	PdtlILC-11582	Pdtl	PdomMRNAr1.2-00464.1
HILC-429	NvitILC-10419	Nvit	NP_001135968.1
HILC-430	Amh3ILC-14105	Amh3	XP_394025.4
HILC-430	BterILC-10195	Bter	XP_020722091.1
HILC-430	CfloILC-22374	Cflo	XP_011264208.1
HILC-430	HsalILC-14157	Hsal	XP_011143175.1
HILC-430	PcanILC-03505	Pcan	XP_014598960.1
HILC-430	PdtlILC-04434	Pdtl	PdomMRNAr1.2-10559.1
HILC-430	NvitILC-23172	Nvit	XP_008216957.1
HILC-431	Amh3ILC-02022	Amh3	XP_395972.4
HILC-431	BterILC-12666	Bter	XP_012173769.1
HILC-431	CfloILC-12066	Cflo	XP_011256164.1
HILC-431	HsalILC-16968	Hsal	XP_011145495.1
HILC-431	PcanILC-11985	Pcan	XP_014611567.1
HILC-431	PdtlILC-02846	Pdtl	PdomMRNAr1.2-04949.1
HILC-431	NvitILC-16037	Nvit	XP_001602573.1
HILC-432	Amh3ILC-05009	Amh3	XP_006569327.1
HILC-432	BterILC-13175	Bter	XP_012174168.1
HILC-432	CfloILC-07258	Cflo	XP_011252152.1
HILC-432	HsalILC-20368	Hsal	XP_019699452.1
HILC-432	PcanILC-00214	Pcan	XP_014606602.1
HILC-432	PdtlILC-07235	Pdtl	PdomMRNAr1.2-04925.1
HILC-432	NvitILC-12384	Nvit	XP_016842187.1
HILC-433	Amh3ILC-02903	Amh3	XP_397517.2
HILC-433	BterILC-13725	Bter	XP_012174309.1
HILC-433	CfloILC-20686	Cflo	XP_011262915.1
HILC-433	HsalILC-19793	Hsal	XP_011147929.1
HILC-433	PcanILC-07690	Pcan	XP_014605401.1
HILC-433	PdtlILC-13427	Pdtl	PdomMRNAr1.2-10639.1
HILC-433	NvitILC-13349	Nvit	XP_003425361.1
HILC-434	Amh3ILC-11190	Amh3	XP_006571913.1
HILC-434	BterILC-08074	Bter	XP_012169472.1
HILC-434	CfloILC-17065	Cflo	XP_011260312.1
HILC-434	HsalILC-24281	Hsal	XP_011151603.1
HILC-434	PcanILC-08343	Pcan	XP_014606399.1
HILC-434	PdtlILC-02068	Pdtl	PdomMRNAr1.2-12083.1
HILC-434	NvitILC-12861	Nvit	XP_001606888.2
HILC-435	Amh3ILC-14645	Amh3	XP_016772038.1
HILC-435	BterILC-11438	Bter	XP_012172546.1
HILC-435	CfloILC-06585	Cflo	XP_011251714.1
HILC-435	HsalILC-24595	Hsal	XP_011151852.1
HILC-435	PcanILC-00395	Pcan	XP_014601090.1
HILC-435	PdtlILC-05133	Pdtl	PdomMRNAr1.2-02791.1
HILC-435	NvitILC-24170	Nvit	XP_003428105.1
HILC-436	Amh3ILC-11771	Amh3	XP_006566612.1
HILC-436	BterILC-08755	Bter	XP_003399430.1
HILC-436	CfloILC-07965	Cflo	XP_011252821.1
HILC-436	HsalILC-22764	Hsal	XP_011150551.1
HILC-436	PcanILC-10533	Pcan	XP_014609720.1
HILC-436	PdtlILC-07136	Pdtl	PdomMRNAr1.2-05886.1
HILC-436	NvitILC-06035	Nvit	XP_016837235.1
HILC-437	Amh3ILC-08083	Amh3	XP_006558937.1
HILC-437	BterILC-14892	Bter	XP_003403050.1
HILC-437	CfloILC-16673	Cflo	XP_011259995.1
HILC-437	HsalILC-07951	Hsal	XP_011137454.1
HILC-437	PcanILC-05248	Pcan	XP_014601684.1
HILC-437	PdtlILC-06742	Pdtl	PdomMRNAr1.2-11615.1
HILC-437	NvitILC-04983	Nvit	XP_001603556.2
HILC-438	Amh3ILC-09768	Amh3	XP_006567520.1
HILC-438	BterILC-06729	Bter	XP_012167574.1
HILC-438	CfloILC-00018	Cflo	XP_011261327.1
HILC-438	HsalILC-25819	Hsal	XP_011152812.1
HILC-438	PcanILC-05120	Pcan	XP_014601502.1
HILC-438	PdtlILC-16726	Pdtl	PdomMRNAr1.2-10446.1
HILC-438	NvitILC-02308	Nvit	XP_016836813.1
HILC-439	Amh3ILC-07899	Amh3	XP_006569495.1
HILC-439	BterILC-04972	Bter	XP_003396588.1
HILC-439	CfloILC-25212	Cflo	XP_011266495.1
HILC-439	HsalILC-10189	Hsal	XP_011139489.1
HILC-439	PcanILC-06515	Pcan	XP_014603570.1
HILC-439	PdtlILC-00550	Pdtl	PdomMRNAr1.2-00873.1
HILC-439	NvitILC-06916	Nvit	XP_016838914.1
HILC-440	Amh3ILC-14804	Amh3	XP_006563505.1
HILC-440	BterILC-11157	Bter	XP_003401085.1
HILC-440	CfloILC-18952	Cflo	XP_011261593.1
HILC-440	HsalILC-13177	Hsal	XP_011142251.1
HILC-440	PcanILC-04229	Pcan	XP_014600231.1
HILC-440	PdtlILC-08219	Pdtl	PdomMRNAr1.2-04985.1
HILC-440	NvitILC-08950	Nvit	XP_008211712.1
HILC-441	Amh3ILC-11350	Amh3	XP_006564407.1
HILC-441	BterILC-07994	Bter	XP_012168831.1
HILC-441	CfloILC-18577	Cflo	XP_011261348.1
HILC-441	HsalILC-01771	Hsal	XP_011145080.1
HILC-441	PcanILC-00922	Pcan	XP_014606902.1
HILC-441	PdtlILC-04124	Pdtl	PdomMRNAr1.2-11897.1
HILC-441	NvitILC-07039	Nvit	XP_008213701.1
HILC-442	Amh3ILC-04731	Amh3	XP_006567329.1
HILC-442	BterILC-03182	Bter	XP_012163287.1
HILC-442	CfloILC-26514	Cflo	XP_011267378.1
HILC-442	HsalILC-08964	Hsal	XP_011138383.1
HILC-442	PcanILC-02058	Pcan	XP_014615876.1
HILC-442	PdtlILC-04902	Pdtl	PdomMRNAr1.2-03623.1
HILC-442	NvitILC-05672	Nvit	XP_008204870.1
HILC-443	Amh3ILC-02973	Amh3	XP_624395.3
HILC-443	BterILC-13780	Bter	XP_012174369.1
HILC-443	CfloILC-02178	Cflo	XP_011263905.1
HILC-443	HsalILC-02103	Hsal	XP_011147114.2
HILC-443	PcanILC-13281	Pcan	XP_014613296.1
HILC-443	PdtlILC-13642	Pdtl	PdomMRNAr1.2-09650.1
HILC-443	NvitILC-06293	Nvit	XP_016839350.1
HILC-444	Amh3ILC-08161	Amh3	XP_026298349.1
HILC-444	BterILC-14956	Bter	XP_012175097.1
HILC-444	CfloILC-12800	Cflo	XP_011256996.1
HILC-444	HsalILC-09788	Hsal	XP_011139163.1
HILC-444	PcanILC-06474	Pcan	XP_014603544.1
HILC-444	PdtlILC-07950	Pdtl	PdomMRNAr1.2-05985.1
HILC-444	NvitILC-02527	Nvit	XP_016845642.1
HILC-445	Amh3ILC-09901	Amh3	XP_395752.2
HILC-445	BterILC-02081	Bter	XP_012175824.1
HILC-445	CfloILC-08460	Cflo	XP_011253240.1
HILC-445	HsalILC-03144	Hsal	XP_011153898.1
HILC-445	PcanILC-04900	Pcan	XP_014601232.1
HILC-445	PdtlILC-12030	Pdtl	PdomMRNAr1.2-04570.1
HILC-445	NvitILC-12993	Nvit	XP_001607067.1
HILC-446	Amh3ILC-12021	Amh3	XP_393233.2
HILC-446	BterILC-08587	Bter	XP_012169768.1
HILC-446	CfloILC-06532	Cflo	XP_011251671.1
HILC-446	HsalILC-18969	Hsal	XP_011147162.1
HILC-446	PcanILC-12002	Pcan	XP_014611629.1
HILC-446	PdtlILC-15825	Pdtl	PdomMRNAr1.2-02754.1
HILC-446	NvitILC-12503	Nvit	XP_001599379.2
HILC-447	Amh3ILC-04229	Amh3	XP_016767453.1
HILC-447	BterILC-02915	Bter	XP_003395102.1
HILC-447	CfloILC-23025	Cflo	XP_011264725.1
HILC-447	HsalILC-03253	Hsal	XP_011154009.1
HILC-447	PcanILC-14214	Pcan	XP_014614441.1
HILC-447	PdtlILC-03171	Pdtl	PdomMRNAr1.2-01656.1
HILC-447	NvitILC-09269	Nvit	XP_001603275.1
HILC-448	Amh3ILC-10567	Amh3	XP_006566169.1
HILC-448	BterILC-07053	Bter	XP_012168338.1
HILC-448	CfloILC-22762	Cflo	XP_011264501.1
HILC-448	HsalILC-19476	Hsal	XP_011147664.1
HILC-448	PcanILC-00113	Pcan	XP_014615938.1
HILC-448	PdtlILC-08814	Pdtl	PdomMRNAr1.2-08250.1
HILC-448	NvitILC-10633	Nvit	XP_016841510.1
HILC-449	Amh3ILC-11719	Amh3	XP_391863.4
HILC-449	BterILC-08715	Bter	XP_012169591.1
HILC-449	CfloILC-10885	Cflo	XP_011255140.1
HILC-449	HsalILC-00951	Hsal	XP_019696789.1
HILC-449	PcanILC-04309	Pcan	XP_014600328.1
HILC-449	PdtlILC-07745	Pdtl	PdomMRNAr1.2-08850.1
HILC-449	NvitILC-03482	Nvit	XP_001601716.1
HILC-450	Amh3ILC-13529	Amh3	XP_006558840.1
HILC-450	BterILC-10254	Bter	XP_012171371.1
HILC-450	CfloILC-07050	Cflo	XP_011251978.1
HILC-450	HsalILC-01017	Hsal	XP_011139460.1
HILC-450	PcanILC-08033	Pcan	XP_014605920.1
HILC-450	PdtlILC-11307	Pdtl	PdomMRNAr1.2-01731.1
HILC-450	NvitILC-02146	Nvit	XP_001600980.3
HILC-451	Amh3ILC-04251	Amh3	XP_001122740.5
HILC-451	BterILC-03274	Bter	XP_003394968.1
HILC-451	CfloILC-22573	Cflo	XP_011264390.1
HILC-451	HsalILC-03745	Hsal	XP_011154497.1
HILC-451	PcanILC-12819	Pcan	XP_014612667.1
HILC-451	PdtlILC-06609	Pdtl	PdomMRNAr1.2-06584.1
HILC-451	NvitILC-00998	Nvit	XP_001602053.1
HILC-452	Amh3ILC-03436	Amh3	XP_394886.4
HILC-452	BterILC-02202	Bter	XP_003394465.1
HILC-452	CfloILC-09183	Cflo	XP_011253865.1
HILC-452	HsalILC-11367	Hsal	XP_019697368.1
HILC-452	PcanILC-03225	Pcan	XP_014598425.1
HILC-452	PdtlILC-07197	Pdtl	PdomMRNAr1.2-10790.1
HILC-452	NvitILC-08722	Nvit	XP_008206529.1
HILC-453	Amh3ILC-11775	Amh3	XP_397380.1
HILC-453	BterILC-07850	Bter	XP_003398691.1
HILC-453	CfloILC-05646	Cflo	XP_011250947.1
HILC-453	HsalILC-21027	Hsal	XP_011149020.1
HILC-453	PcanILC-03017	Pcan	XP_014598179.1
HILC-453	PdtlILC-02619	Pdtl	PdomMRNAr1.2-03820.1
HILC-453	NvitILC-12805	Nvit	XP_016842355.1
HILC-454	Amh3ILC-05501	Amh3	XP_003250529.1
HILC-454	BterILC-03741	Bter	XP_020718677.1
HILC-454	CfloILC-14624	Cflo	XP_011258379.1
HILC-454	HsalILC-02652	Hsal	XP_011152259.1
HILC-454	PcanILC-10514	Pcan	XP_014609693.1
HILC-454	PdtlILC-04045	Pdtl	PdomMRNAr1.2-08934.1
HILC-454	NvitILC-09438	Nvit	XP_001601349.2
HILC-455	Amh3ILC-13084	Amh3	XP_006559398.1
HILC-455	BterILC-09751	Bter	XP_012171064.1
HILC-455	CfloILC-11870	Cflo	XP_011256034.1
HILC-455	HsalILC-22803	Hsal	XP_011150599.1
HILC-455	PcanILC-09104	Pcan	XP_014607583.1
HILC-455	PdtlILC-10747	Pdtl	PdomMRNAr1.2-11877.1
HILC-455	NvitILC-10169	Nvit	XP_001603165.2
HILC-456	Amh3ILC-09569	Amh3	XP_026298504.1
HILC-456	BterILC-06551	Bter	XP_020720076.1
HILC-456	CfloILC-02264	Cflo	XP_011264082.1
HILC-456	HsalILC-02964	Hsal	XP_019700923.1
HILC-456	PcanILC-01981	Pcan	XP_014615930.1
HILC-456	PdtlILC-04808	Pdtl	PdomMRNAr1.2-01570.1
HILC-456	NvitILC-00324	Nvit	XP_016839193.1
HILC-457	Amh3ILC-10946	Amh3	XP_392586.4
HILC-457	BterILC-10347	Bter	XP_003400604.1
HILC-457	CfloILC-19720	Cflo	XP_011262211.1
HILC-457	HsalILC-10321	Hsal	XP_011139626.1
HILC-457	PcanILC-07744	Pcan	XP_014605489.1
HILC-457	PdtlILC-00350	Pdtl	PdomMRNAr1.2-04101.1
HILC-457	NvitILC-18759	Nvit	XP_016843934.1
HILC-458	Amh3ILC-11530	Amh3	XP_006566404.2
HILC-458	BterILC-08436	Bter	XP_003398908.1
HILC-458	CfloILC-10895	Cflo	XP_011255149.1
HILC-458	HsalILC-21768	Hsal	XP_011149613.1
HILC-458	PcanILC-01408	Pcan	XP_014615020.1
HILC-458	PdtlILC-02759	Pdtl	PdomMRNAr1.2-04583.1
HILC-458	NvitILC-08986	Nvit	XP_001605030.2
HILC-459	Amh3ILC-03061	Amh3	XP_394275.2
HILC-459	BterILC-01145	Bter	XP_012172669.1
HILC-459	CfloILC-19992	Cflo	XP_011262498.1
HILC-459	HsalILC-18137	Hsal	XP_011146402.1
HILC-459	PcanILC-07861	Pcan	XP_014605728.1
HILC-459	PdtlILC-15962	Pdtl	PdomMRNAr1.2-06496.1
HILC-459	NvitILC-08674	Nvit	XP_001607452.1
HILC-460	Amh3ILC-10230	Amh3	XP_395767.4
HILC-460	BterILC-07602	Bter	XP_003398442.1
HILC-460	CfloILC-09113	Cflo	XP_019882652.1
HILC-460	HsalILC-16618	Hsal	XP_011145215.1
HILC-460	PcanILC-01723	Pcan	XP_014615557.1
HILC-460	PdtlILC-09468	Pdtl	PdomMRNAr1.2-09716.1
HILC-460	NvitILC-15222	Nvit	XP_003426096.3
HILC-461	Amh3ILC-12538	Amh3	XP_624559.3
HILC-461	BterILC-09141	Bter	XP_003399886.1
HILC-461	CfloILC-15672	Cflo	XP_011259199.1
HILC-461	HsalILC-09509	Hsal	XP_011138942.1
HILC-461	PcanILC-08959	Pcan	XP_014607333.1
HILC-461	PdtlILC-11697	Pdtl	PdomMRNAr1.2-10584.1
HILC-461	NvitILC-23000	Nvit	XP_016844807.1
HILC-462	Amh3ILC-12912	Amh3	XP_016771436.2
HILC-462	BterILC-09908	Bter	XP_012170917.1
HILC-462	CfloILC-01037	Cflo	XP_011253728.2
HILC-462	HsalILC-03398	Hsal	XP_011154169.1
HILC-462	PcanILC-10037	Pcan	XP_014608973.1
HILC-462	PdtlILC-11102	Pdtl	PdomMRNAr1.2-02504.1
HILC-462	NvitILC-16363	Nvit	XP_001599746.2
HILC-463	Amh3ILC-13305	Amh3	XP_006565130.1
HILC-463	BterILC-09939	Bter	XP_012170884.1
HILC-463	CfloILC-20887	Cflo	XP_011263082.1
HILC-463	HsalILC-13000	Hsal	XP_011141978.1
HILC-463	PcanILC-12063	Pcan	XP_014611698.1
HILC-463	PdtlILC-15956	Pdtl	PdomMRNAr1.2-00262.1
HILC-463	NvitILC-05095	Nvit	XP_016837568.1
HILC-464	Amh3ILC-04925	Amh3	XP_006569443.1
HILC-464	BterILC-13186	Bter	XP_012174185.1
HILC-464	CfloILC-07270	Cflo	XP_011252169.1
HILC-464	HsalILC-20382	Hsal	XP_019699459.1
HILC-464	PcanILC-00201	Pcan	XP_014600386.1
HILC-464	PdtlILC-13998	Pdtl	PdomMRNAr1.2-02292.1
HILC-464	NvitILC-05639	Nvit	XP_008204848.1
HILC-465	Amh3ILC-06982	Amh3	XP_006570985.1
HILC-465	BterILC-12771	Bter	XP_020723268.1
HILC-465	CfloILC-05669	Cflo	XP_011250990.1
HILC-465	HsalILC-18722	Hsal	XP_011146993.1
HILC-465	PcanILC-02633	Pcan	XP_014616751.1
HILC-465	PdtlILC-12819	Pdtl	PdomMRNAr1.2-02411.1
HILC-465	NvitILC-06662	Nvit	XP_016839523.1
HILC-466	Amh3ILC-03085	Amh3	XP_623060.3
HILC-466	BterILC-00985	Bter	XP_012171038.1
HILC-466	CfloILC-10524	Cflo	XP_011254899.1
HILC-466	HsalILC-10071	Hsal	XP_011139376.1
HILC-466	PcanILC-08307	Pcan	XP_014606259.1
HILC-466	PdtlILC-04675	Pdtl	PdomMRNAr1.2-09275.1
HILC-466	NvitILC-06258	Nvit	XP_008203854.1
HILC-467	Amh3ILC-01672	Amh3	XP_624283.3
HILC-467	BterILC-13366	Bter	XP_020723427.1
HILC-467	CfloILC-01421	Cflo	XP_011256894.1
HILC-467	HsalILC-09320	Hsal	XP_011138737.1
HILC-467	PcanILC-09603	Pcan	XP_014608338.1
HILC-467	PdtlILC-00263	Pdtl	PdomMRNAr1.2-03475.1
HILC-467	NvitILC-09077	Nvit	XP_001606145.2
HILC-468	Amh3ILC-10116	Amh3	XP_026299139.1
HILC-468	BterILC-07267	Bter	XP_020720723.1
HILC-468	CfloILC-19347	Cflo	XP_011261932.1
HILC-468	HsalILC-17994	Hsal	XP_011146289.1
HILC-468	PcanILC-06193	Pcan	XP_014603206.1
HILC-468	PdtlILC-06225	Pdtl	PdomMRNAr1.2-05316.1
HILC-468	NvitILC-09014	Nvit	XP_001605407.1
HILC-469	Amh3ILC-13832	Amh3	XP_001122678.3
HILC-469	BterILC-10605	Bter	XP_003400718.2
HILC-469	CfloILC-07639	Cflo	XP_011252503.1
HILC-469	HsalILC-19612	Hsal	XP_011147769.1
HILC-469	PcanILC-11580	Pcan	XP_014611043.1
HILC-469	PdtlILC-09994	Pdtl	PdomMRNAr1.2-00001.1
HILC-469	NvitILC-12782	Nvit	XP_008201754.1
HILC-470	Amh3ILC-11032	Amh3	XP_006558993.1
HILC-470	BterILC-05120	Bter	XP_012165782.1
HILC-470	CfloILC-24323	Cflo	XP_019884892.1
HILC-470	HsalILC-16128	Hsal	XP_011144817.2
HILC-470	PcanILC-05853	Pcan	XP_014602542.1
HILC-470	PdtlILC-05673	Pdtl	PdomMRNAr1.2-08622.1
HILC-470	NvitILC-06536	Nvit	NP_001153394.1
HILC-471	Amh3ILC-00408	Amh3	XP_006562820.1
HILC-471	BterILC-14009	Bter	XP_012174480.1
HILC-471	CfloILC-02470	Cflo	XP_011266575.1
HILC-471	HsalILC-15376	Hsal	XP_011144205.2
HILC-471	PcanILC-01662	Pcan	XP_014615460.1
HILC-471	PdtlILC-00023	Pdtl	PdomMRNAr1.2-07884.1
HILC-471	NvitILC-04924	Nvit	XP_001600229.1
HILC-472	Amh3ILC-02012	Amh3	XP_026294637.1
HILC-472	BterILC-12657	Bter	XP_012173764.1
HILC-472	CfloILC-11728	Cflo	XP_011255909.1
HILC-472	HsalILC-26458	Hsal	XP_011153413.1
HILC-472	PcanILC-03361	Pcan	XP_014598555.1
HILC-472	PdtlILC-01235	Pdtl	PdomMRNAr1.2-06513.1
HILC-472	NvitILC-22817	Nvit	NP_001122752.1
HILC-473	Amh3ILC-00791	Amh3	XP_006568629.1
HILC-473	BterILC-04611	Bter	XP_012165184.1
HILC-473	CfloILC-26585	Cflo	XP_011267430.1
HILC-473	HsalILC-02235	Hsal	XP_011149235.1
HILC-473	PcanILC-09658	Pcan	XP_014608449.1
HILC-473	PdtlILC-16054	Pdtl	PdomMRNAr1.2-06354.1
HILC-473	NvitILC-16078	Nvit	XP_001604051.2
HILC-474	Amh3ILC-13919	Amh3	XP_006563017.1
HILC-474	BterILC-10492	Bter	XP_003400632.1
HILC-474	CfloILC-18414	Cflo	XP_019884024.1
HILC-474	HsalILC-13499	Hsal	XP_019697806.1
HILC-474	PcanILC-04967	Pcan	XP_014601290.1
HILC-474	PdtlILC-01386	Pdtl	PdomMRNAr1.2-07079.1
HILC-474	NvitILC-00611	Nvit	XP_001607795.1
HILC-475	Amh3ILC-09523	Amh3	XP_006561795.1
HILC-475	BterILC-06164	Bter	XP_003397432.1
HILC-475	CfloILC-12538	Cflo	XP_011256809.1
HILC-475	HsalILC-19471	Hsal	XP_011147655.1
HILC-475	PcanILC-08637	Pcan	XP_014606877.1
HILC-475	PdtlILC-10403	Pdtl	PdomMRNAr1.2-05748.1
HILC-475	NvitILC-01895	Nvit	XP_001601226.2
HILC-476	Amh3ILC-00018	Amh3	XP_006557452.1
HILC-476	BterILC-04997	Bter	XP_003396608.1
HILC-476	CfloILC-23614	Cflo	XP_011265286.1
HILC-476	HsalILC-18434	Hsal	XP_011146716.1
HILC-476	PcanILC-11648	Pcan	XP_014611096.1
HILC-476	PdtlILC-05883	Pdtl	PdomMRNAr1.2-06566.1
HILC-476	NvitILC-19770	Nvit	XP_001600397.1
HILC-477	Amh3ILC-10582	Amh3	XP_026299102.1
HILC-477	BterILC-15491	Bter	XP_003403318.1
HILC-477	CfloILC-02826	Cflo	XP_011268265.1
HILC-477	HsalILC-18207	Hsal	XP_011146464.1
HILC-477	PcanILC-01544	Pcan	XP_014615193.1
HILC-477	PdtlILC-15297	Pdtl	PdomMRNAr1.2-10802.1
HILC-477	NvitILC-09153	Nvit	XP_016840714.1
HILC-478	Amh3ILC-01556	Amh3	XP_026297168.1
HILC-478	BterILC-00448	Bter	XP_003393230.2
HILC-478	CfloILC-12265	Cflo	XP_011256551.1
HILC-478	HsalILC-08383	Hsal	XP_019696513.1
HILC-478	PcanILC-09522	Pcan	XP_014608220.1
HILC-478	PdtlILC-02032	Pdtl	PdomMRNAr1.2-09415.1
HILC-478	NvitILC-08827	Nvit	XP_001601687.1
HILC-479	Amh3ILC-03422	Amh3	XP_026295395.1
HILC-479	BterILC-02187	Bter	XP_003394472.1
HILC-479	CfloILC-24138	Cflo	XP_011265682.1
HILC-479	HsalILC-15797	Hsal	XP_011144547.1
HILC-479	PcanILC-02744	Pcan	XP_014616963.1
HILC-479	PdtlILC-08443	Pdtl	PdomMRNAr1.2-06911.1
HILC-479	NvitILC-04845	Nvit	XP_016837809.1
HILC-480	Amh3ILC-10129	Amh3	XP_006562406.1
HILC-480	BterILC-07251	Bter	XP_003398391.1
HILC-480	CfloILC-27508	Cflo	XP_011268041.1
HILC-480	HsalILC-08652	Hsal	XP_011138063.1
HILC-480	PcanILC-08219	Pcan	XP_014606183.1
HILC-480	PdtlILC-16674	Pdtl	PdomMRNAr1.2-09661.1
HILC-480	NvitILC-17675	Nvit	XP_016843551.1
HILC-481	Amh3ILC-00973	Amh3	XP_006570077.1
HILC-481	BterILC-04739	Bter	XP_012165360.1
HILC-481	CfloILC-23329	Cflo	XP_011265078.1
HILC-481	HsalILC-19037	Hsal	XP_019699050.1
HILC-481	PcanILC-07661	Pcan	XP_014605420.1
HILC-481	PdtlILC-13391	Pdtl	PdomMRNAr1.2-04240.1
HILC-481	NvitILC-04574	Nvit	XP_003424871.1
HILC-482	Amh3ILC-03396	Amh3	XP_006559825.1
HILC-482	BterILC-02288	Bter	XP_003394556.1
HILC-482	CfloILC-01775	Cflo	XP_011260268.1
HILC-482	HsalILC-12336	Hsal	XP_011141486.1
HILC-482	PcanILC-04150	Pcan	XP_014599918.1
HILC-482	PdtlILC-05557	Pdtl	PdomMRNAr1.2-06978.1
HILC-482	NvitILC-04002	Nvit	XP_001602037.2
HILC-483	Amh3ILC-09479	Amh3	XP_003249914.1
HILC-483	BterILC-06209	Bter	XP_003397401.1
HILC-483	CfloILC-11035	Cflo	XP_011255300.1
HILC-483	HsalILC-12294	Hsal	XP_011141421.1
HILC-483	PcanILC-13654	Pcan	XP_014613786.1
HILC-483	PdtlILC-17983	Pdtl	PdomMRNAr1.2-02668.1
HILC-483	NvitILC-22824	Nvit	XP_008213962.1
HILC-484	Amh3ILC-15471	Amh3	XP_006561428.1
HILC-484	BterILC-12547	Bter	XP_003402130.1
HILC-484	CfloILC-18424	Cflo	XP_019884025.1
HILC-484	HsalILC-16862	Hsal	XP_019698559.1
HILC-484	PcanILC-06593	Pcan	XP_014603783.1
HILC-484	PdtlILC-13555	Pdtl	PdomMRNAr1.2-07927.1
HILC-484	NvitILC-01822	Nvit	XP_008208210.2
HILC-485	Amh3ILC-08030	Amh3	XP_006558713.1
HILC-485	BterILC-05904	Bter	XP_012166541.1
HILC-485	CfloILC-15257	Cflo	XP_019883594.1
HILC-485	HsalILC-11965	Hsal	XP_011141126.1
HILC-485	PcanILC-09899	Pcan	XP_014608843.1
HILC-485	PdtlILC-14890	Pdtl	PdomMRNAr1.2-05418.1
HILC-485	NvitILC-12720	Nvit	XP_001604247.1
HILC-486	Amh3ILC-15154	Amh3	XP_006557761.1
HILC-486	BterILC-09497	Bter	XP_003399989.1
HILC-486	CfloILC-08173	Cflo	XP_011253014.1
HILC-486	HsalILC-06956	Hsal	XP_011136606.1
HILC-486	PcanILC-01660	Pcan	XP_014615578.1
HILC-486	PdtlILC-00020	Pdtl	PdomMRNAr1.2-07889.1
HILC-486	NvitILC-12750	Nvit	XP_001604876.1
HILC-487	Amh3ILC-02721	Amh3	XP_006569146.1
HILC-487	BterILC-01407	Bter	XP_012175544.1
HILC-487	CfloILC-05957	Cflo	XP_011251266.1
HILC-487	HsalILC-19807	Hsal	XP_011147953.1
HILC-487	PcanILC-07699	Pcan	XP_014605380.1
HILC-487	PdtlILC-13440	Pdtl	PdomMRNAr1.2-00233.1
HILC-487	NvitILC-01731	Nvit	XP_016845596.1
HILC-488	Amh3ILC-01345	Amh3	XP_006571093.2
HILC-488	BterILC-00734	Bter	XP_003393427.1
HILC-488	CfloILC-08621	Cflo	XP_011253357.1
HILC-488	HsalILC-15904	Hsal	XP_011144635.1
HILC-488	PcanILC-14199	Pcan	XP_014614430.1
HILC-488	PdtlILC-18231	Pdtl	PdomMRNAr1.2-08518.1
HILC-488	NvitILC-17491	Nvit	XP_008208561.1
HILC-489	Amh3ILC-02381	Amh3	XP_016766437.1
HILC-489	BterILC-00968	Bter	XP_003393744.1
HILC-489	CfloILC-17309	Cflo	XP_011260552.1
HILC-489	HsalILC-12304	Hsal	XP_011141432.1
HILC-489	PcanILC-09895	Pcan	XP_014608836.1
HILC-489	PdtlILC-14894	Pdtl	PdomMRNAr1.2-02547.1
HILC-489	NvitILC-04247	Nvit	XP_016837365.1
HILC-490	Amh3ILC-09058	Amh3	XP_026298541.1
HILC-490	BterILC-11754	Bter	XP_003401628.1
HILC-490	CfloILC-02317	Cflo	XP_011264973.1
HILC-490	HsalILC-00817	Hsal	XP_011137769.1
HILC-490	PcanILC-04716	Pcan	XP_014600979.1
HILC-490	PdtlILC-05818	Pdtl	PdomMRNAr1.2-08346.1
HILC-490	NvitILC-21527	Nvit	XP_008212226.1
HILC-491	Amh3ILC-03028	Amh3	XP_396658.3
HILC-491	BterILC-01177	Bter	XP_012173029.1
